STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE
24,100000160034010,1,3,1,00208,0,03,033,900,'NORTHWEST BRANCH        ',,'MD 208            ','0.71 MILE NORTH OF US 1  ',99.99,1.786,,,,00000000,000000000,3,3,01,01,17,1932,2,0,6875,2002,4,8.2,0,0,0,0,0,N,N,5,0,0,0,A,5,5,1,04,0,00,2,0,8.2,13.7,28.3,1.6,0,8.2,10.7,99.99,N,0,N,99.9,0,6,6,6,7,N,2,67.5,2,34.2,6,2,N,5,9,7,33,1,28.3,306,24,N  ,N  ,N  ,,,,195,20,215,,,,,0,N,2,,0,,1956,1,6,0,0,8,0,5,Y,3,19164,2022,,N,4/16/2007,B,A ,,,,,,,,,2,,78.8,2
24,100000160035010,1,3,1,00210,0,03,033,0,'CAREY BRANCH            ',,'MD 210 & MD 210B  ','1.88 MILES S OF MD 414   ',99.99,18.053,,,,38463000,076594800,2,3,01,01,12,1945,6,0,63131,2002,5,47.9,0,24,0,1,1,1,1,5,0,0,0,A,1,5,1,01,0,00,2,0,4.7,4.3,10.7,0,0,47.9,48.6,99.99,N,0,N,99.9,0,7,7,6,7,7,2,32.4,2,32.4,6,9,N,5,9,8,,,,106,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,1,,1966,1,6,0,0,8,0,5,Y,3,66374,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,94.1,0
24,100000160036040,1,3,1,00210,0,03,033,0,'HENSON CREEK            ',,'MD 210            ','0.08 M N OF PALMER ROAD  ',99.99,17.088,,,,38460000,076594200,8,3,01,01,12,1945,4,0,63131,2002,5,31.1,2,0,0,1,1,1,1,5,0,0,0,A,1,5,2,07,0,00,2,0,11.5,0,21.3,0,0,0,0,99.99,N,0,N,99.9,0,6,5,6,7,N,2,32.4,2,32.4,5,N,N,5,9,8,,,,406,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,1,,1966,1,6,0,0,8,0,5,Y,5,66374,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,59,0
24,100000160037010,1,3,1,00210,0,03,033,0,'PISCATAWAY CREEK        ',,'MD 210            ','2.42 MILES N OF MD 373   ',99.99,9.348,,,,38415400,076591200,2,3,01,01,12,1946,6,0,46225,2002,5,28.3,3,0,0,1,1,1,1,5,0,0,0,A,1,5,3,02,3,02,3,0,16.6,27.4,59.7,0,0,33.3,35.8,99.99,N,0,N,99.9,0,7,6,6,7,N,2,32.4,2,32.4,6,9,N,5,9,8,33,1,59.1,506,24,N  ,N  ,Y24,,,0504,602,60,662,,,,,0,N,2,,1,,1994,1,1,0,1,5,0,5,Y,8,59825,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,95.7,0
24,100000160038010,1,3,1,00212,0,03,033,0,'INDIAN CREEK            ',,'MD 212            ','0.07 MILE NORTH OF MD 694',99.99,16.524,,,,39020000,076541200,2,3,01,01,16,1937,2,0,22875,2002,4,9.1,0,15,0,1,1,1,1,5,0,0,0,A,1,5,1,01,0,00,2,0,9.1,6.4,12.8,0,0,9.1,10.5,99.99,N,0,N,99.9,0,6,6,6,6,N,1,56.7,1,34.2,6,3,N,5,9,7,33,1,12.8,505,24,N  ,N  ,N  ,,,,87,9,96,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,8,29665,2022,,N,4/16/2007,B,A ,,,,,,,,,2,,78.2,2
24,100000160039010,1,3,1,00212,0,03,033,0,'CSX TRANS.              ',,'MD 212            ','0.08 MILE NORTH OF US 1  ',99.99,16.187,,,,39020600,076541800,2,3,01,01,16,1937,3,0,22875,2002,4,9.1,0,0,0,1,1,1,1,5,N,0,0,A,5,2,3,02,0,00,4,0,9.1,19.8,49.1,1.6,0,9.1,11.7,99.99,R,6.7,R,2.1,0,6,5,6,N,N,1,81,1,47.7,5,2,2,5,N,8,31,1,49.1,505,24,N  ,N  ,N  ,,,,744,74,818,,,,,0,N,2,,0,,0,1,1,0,0,8,0,1,Y,N,29665,2022,,N,4/16/2007,B,A ,,,,,,,,,2,,62.4,2
24,100000160040020,1,1,1,00095,0,03,033,0,'LITTLE PAINT BRANCH     ',,'IS 95NB CD RD & RP','.24 MILES SOUTH OF MD 212',99.99,45.535,,,,39024800,076555400,10,3,01,01,11,1971,11,0,179575,2000,5,111.3,,34,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,3,0,14.6,4.3,15.2,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,6,1,42.3,1,19.8,5,N,N,5,8,8,,,,806,12,N  ,N  ,N  ,,,,,,,2000,,,,1,N,2,,1,,0,N,N,N,N,8,1,5,Y,8,141600,2012,,N,4/16/2007,B,Z ,,,,,,,,,0,*,54.5,0
24,100000160041010,1,3,1,00212,0,03,033,0,'PAINT BRANCH            ',,'MD 212            ','1.37 MILES N OF IS 495   ',99.99,10.008,,,,00000000,000000000,13,3,01,01,16,1934,2,0,22875,2002,0,9.8,0,0,0,0,1,1,1,5,0,0,0,A,1,5,1,04,0,00,1,0,9.1,11.6,14.6,0,0,9.1,10.3,99.99,N,0,N,99.9,0,6,6,6,7,N,2,72,2,42.3,6,3,N,5,9,8,33,1,14.6,306,24,N  ,N  ,N  ,,,,98,10,108,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,3,29665,2022,,N,4/16/2007,B,A ,,,,,,,,,2,,66,2
24,100000160042010,1,3,1,00212,0,03,033,0,'NORTHWEST BRANCH        ',,'MD 212            ','0.73 MILE NORTH OF MD 193',99.99,4.537,,,,00000000,000000000,5,3,01,01,16,1932,2,0,19375,2002,4,6.7,0,0,0,1,1,1,1,2,0,0,0,A,1,5,1,11,0,00,1,0,8.2,11,12.2,0,0,8.2,9.4,99.99,N,0,N,99.9,0,6,6,6,8,N,1,33.3,1,19.8,5,2,N,5,9,8,33,1,12.2,307,12,N  ,N  ,N  ,,,,74,7,81,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,3,22515,2022,,N,4/16/2007,B,A ,,,,,,,,,2,,57.8,2
24,100000160043010,1,3,1,00212,0,03,033,0,'SLIGO CREEK             ',,'MD 212            ','0.08 MILE SOUTH OF MD 410',99.99,1.899,,,,00000000,000000000,5,3,01,01,16,1961,4,0,36975,2002,5,25.6,2,5,0,1,1,1,1,5,0,0,0,A,5,5,3,02,0,00,1,0,10.3,20.4,21.6,1.6,1.6,25.6,29.3,99.99,N,0,N,99.9,0,5,6,6,7,N,2,32.4,2,32.4,6,9,N,5,9,8,,,,106,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,8,45030,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,90.2,0
24,100000160044010,1,4,0,00014,0,03,033,0,'IS 95                   ',,'CHERRY HILL RD    ','1.46 MI S OF MD 212      ',99.99,0.016,,,,39420000,078171200,3,3,01,01,16,1971,2,8,19875,2002,5,13.4,0,14,0,1,1,1,1,5,N,0,0,A,5,1,4,02,3,02,3,1,13.7,37.8,121,0,1.6,13.7,16,99.99,H,4.97,H,6.1,11.7,6,6,7,N,N,2,32.4,2,32.4,6,9,5,5,N,8,,,,606,24,N  ,N  ,Y24,,,0404,,,,2000,,,,0,N,2,,0,,0,1,1,0,0,5,0,1,Y,N,27683,2022,,N,4/16/2007,B,Z ,,04M0,0953120,0,14,14,,,0,,96.2,0
24,100000160045020,1,3,1,00214,0,03,033,0,'COLLINGTON BRANCH       ',,'MD 214            ','0.44 MILE EAST OF MD 978C',99.99,15.961,,,,00000000,000000000,2,3,01,01,14,1958,4,0,23575,2002,5,39.6,1,10,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,0,0,7.6,0,46.9,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,7,7,2,32.4,2,32.4,7,N,N,5,4,7,,,,306,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,0,,0,N,N,N,N,8,0,5,Y,8,26445,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,80.2,0
24,100000160046010,1,3,1,00214,0,03,033,0,'WESTERN BRANCH          ',,'MD 214            ','0.48 MILE WEST OD MD 193 ',99.99,10.121,,,,38534800,076480600,2,3,01,01,14,1987,6,0,52175,2002,5,28.7,2,24,0,1,1,1,1,5,0,0,0,A,1,5,4,02,0,00,3,0,28.6,28.7,75.3,0,0,28.7,34.5,99.99,N,0,N,99.9,0,7,7,7,8,N,2,32.4,2,32.4,7,9,N,5,8,8,,,,506,24,N  ,N  ,N  ,,,,,,,,,,,0,N,2,,0,,0,1,2,0,1,8,0,1,Y,U,60158,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,95.1,0
24,100000160047020,1,3,1,00214,0,03,033,0,'NORTHEAST BRANCH        ',,'MD 214            ','0.08 MILE WEST OF MD 193 ',99.99,10.716,,,,00000000,000000000,0,3,01,01,14,1990,9,0,52175,2002,5,42.1,2,44,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,0,0,21.3,0,16.5,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,7,7,2,43.2,2,32.4,7,N,N,5,8,8,,,,406,24,N  ,N  ,N  ,,,,,,,,,,,0,N,2,,0,,0,N,N,N,N,8,0,5,Y,8,60158,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,85,0
24,100000160048010,1,3,1,0978A,0,03,033,850,'COLLINGTON BRANCH       ',,'MD 978A           ','0.18 MILE WEST OF MD 214 ',99.99,0.724,,,,00000000,000000000,2,3,01,01,19,1929,2,0,299,2002,0,8.5,0,20,0,1,1,1,1,5,0,0,0,P,1,5,1,01,0,00,2,0,7.3,4.9,11.3,0,0,7.3,8,99.99,N,0,N,99.9,0,5,5,5,5,N,2,33.3,2,18.9,5,5,N,4,9,7,35,1,11.3,906,12,N  ,N  ,N  ,,,,58,6,64,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,8,352,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,56.8,0
24,100000160049020,1,3,1,00214,0,03,033,0,'HONEY BRANCH            ',,'MD 214            ','0.59 M W OF AA CO LINE   ',99.99,20.66,,,,00000000,000000000,8,3,01,01,06,1947,2,0,11075,2002,4,11,0,30,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,0,0,12.1,0,15.2,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,6,1,86.4,1,51.3,6,N,N,5,7,8,,,,307,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,0,,0,N,N,N,N,8,0,5,Y,8,13262,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,95.9,0
24,100000160050020,1,3,1,00218,0,03,033,0,'OXON RUN                ',,'MD 218            ','0.15 MI E OF WASH DC LINE',99.99,0.241,,,,00000000,000000000,5,3,01,01,16,1941,2,0,9175,2002,4,11,0,0,0,0,1,1,1,5,0,0,0,A,1,5,1,19,0,00,0,0,10.9,0,13.7,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,6,1,74.7,1,44.1,6,N,N,5,7,8,,,,505,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,0,,0,1,N,N,N,8,0,5,Y,8,9612,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,97.9,0
24,100000160051030,1,3,1,00223,0,03,033,0,'PISCATAWAY CREEK        ',,'MD 223            ','2.41 MILES SOUTH OF MD 4 ',99.99,16.203,,,,00000000,000000000,8,3,01,01,14,1981,2,0,19450,2002,5,11,0,0,0,1,0,0,0,5,0,0,0,A,1,5,1,19,0,00,0,0,10.9,0,14.6,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,5,6,2,32.4,2,32.4,6,N,N,5,8,6,,,,605,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,0,,0,N,N,N,N,8,0,5,Y,8,25342,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,90.7,0
24,100000160052010,1,3,1,00223,0,03,033,0,'PISCATAWAY CREEK        ',,'MD 223            ','0.1 MILE NORTH OF MD 223A',99.99,1.303,,,,00000000,000000000,16,3,01,01,14,1974,2,0,6550,2002,5,13.4,0,0,0,1,1,1,1,5,0,0,0,A,1,5,4,02,0,00,3,0,14.3,13.4,36,0,0,14.4,15.4,99.99,N,0,N,99.9,0,7,7,6,7,N,2,32.4,2,32.4,6,9,N,5,8,8,,,,906,24,N  ,Y48,N  ,,0804,,,,,2000,,,,0,N,2,,0,,0,1,1,0,0,8,0,5,Y,8,7243,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,95.1,0
24,100000160053011,1,3,1,00003,0,03,033,0,'PATUXENT RIVER          ',,'MD 3 NB           ','ON ANNE ARUNDEL CO LINE  ',99.99,3.99,,,,38592400,076421800,2,3,01,01,14,1957,3,0,33263,2002,5,15.2,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,02,0,00,5,0,14.6,16.2,81.4,0,0,14.6,15.6,99.99,N,0,N,99.9,0,7,7,7,8,N,2,32.4,2,32.4,7,5,N,5,9,8,,,,806,24,N  ,Y48,N  ,,0906,,,,,2000,,,,1,R,1,,1,,1987,1,1,0,1,8,1,5,Y,8,41147,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,93.8,0
24,100000160053012,1,3,1,00003,0,03,033,0,'PATUXENT RIVER          ',,'MD 3 SB           ','ON ANNE ARUNDEL CO LINE  ',99.99,3.99,,,,38592400,076421800,2,3,01,01,14,1957,3,0,33263,2002,5,15.2,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,02,0,00,5,0,14.6,16.2,81.4,0,0,14.6,15.6,99.99,N,0,N,99.9,0,7,7,7,7,N,2,32.4,2,32.4,7,5,N,5,9,8,,,,806,24,N  ,Y48,N  ,,0906,,,,,2000,,,,1,L,1,,1,,1987,1,1,0,1,8,1,5,Y,8,41147,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,93.8,0
24,100000160054011,1,2,1,00301,0,03,033,0,'WESTERN BRANCH          ',,'US 301 NB         ','0.12 MILE S OF MD 976C   ',99.99,22.092,,,,38483600,076443000,2,3,01,01,02,1959,2,0,18075,2002,5,12.2,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,02,0,00,3,0,12.1,15.8,42.4,0,0,12.2,14.1,99.99,N,0,N,99.9,0,7,7,6,7,N,2,32.4,2,32.4,6,7,N,5,9,8,,,,806,24,N  ,Y48,N  ,,0804,,,,,2000,,,,1,R,1,,1,,1986,1,1,0,1,8,1,5,Y,8,23232,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,96.3,0
24,100000160054012,1,2,1,00301,0,03,033,0,'WESTERN BRANCH          ',,'US 301 SB         ','0.12 MILE S OF MD 976C   ',99.99,22.092,,,,38483600,076443000,2,3,01,01,02,1949,2,0,18075,2002,5,11.6,0,0,0,1,1,1,1,5,0,0,0,A,5,5,4,02,0,00,3,0,10.1,15.8,43,0,0,10.1,11.1,99.99,N,0,N,99.9,0,7,6,7,6,N,2,32.4,2,32.4,6,5,N,5,8,9,,,,806,24,N  ,Y48,N  ,,0804,,,,,2000,,,,1,L,1,,1,,1986,1,1,0,1,8,1,5,Y,8,23232,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,90.2,0
24,100000160055030,1,2,1,00301,0,03,033,0,'CHARLES BRANCH          ',,'US 301            ','0.24 MILE SOUTH OF MD 382',99.99,16.267,,,,00000000,000000000,3,3,01,01,14,1950,4,0,30850,2002,4,29.9,,18,0,1,1,1,1,5,0,0,0,A,1,5,3,19,0,00,3,0,7.3,4.3,18,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,7,7,1,99.9,1,99.9,7,N,N,5,7,8,,,,406,24,N  ,N  ,N  ,,,,,,,2000,,,,1,N,2,,1,,1959,N,N,N,N,8,1,5,Y,8,35350,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,77.7,0
24,100000160056010,1,2,1,00301,0,03,033,0,'MD 5                    ',,'US 301 SB         ','0.30 MILE SOUTH OF MD 381',99.99,4.232,,,,38414800,076522400,2,3,01,01,02,1950,2,4,30850,2002,5,12.8,0,33,0,1,1,1,1,5,N,0,0,A,1,1,3,02,0,00,2,0,10.6,23.5,48.5,0,0,10.7,11.9,99.99,H,4.97,H,3,6.7,7,7,6,N,N,2,32.4,2,32.4,6,4,5,5,N,8,35,1,48.5,405,24,N  ,N  ,N  ,,,,371,37,408,,,,,1,N,2,,1,,1984,1,1,0,1,8,1,1,Y,N,35350,2022,,N,4/16/2007,B,Z ,,33D0,000S306,0,14,14,,,0,,86.8,0
24,100000160057011,1,2,1,00301,0,03,033,9325,'TIMOTHY BRANCH          ',,'US 301 NB         ','0.66 MI N OF CHARLES CO  ',99.99,1.062,,,,38400000,076523000,2,3,01,01,02,1950,3,0,40625,2002,0,14.6,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,11,0,00,1,0,14.6,10.7,16.8,0,0,14.6,15.7,99.99,N,0,N,99.9,0,6,6,7,6,N,1,41.4,1,25.2,6,5,N,5,6,8,,,,1206,12,N  ,N  ,Y03,,,1204,,,,,,,,1,R,1,,1,,1990,1,6,0,0,8,1,5,Y,8,45994,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,86.5,0
24,100000160057012,1,2,1,00301,0,03,033,9325,'TIMOTHY BRANCH          ',,'US 301 SB         ','0.66 MI N OF CHARLES CO  ',99.99,1.062,,,,38400000,076523000,2,3,01,01,02,1950,3,0,40625,2002,5,11.6,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,11,0,00,1,0,14.6,10.7,16.8,0,0,14.6,15.7,99.99,N,0,N,99.9,0,6,6,7,7,N,1,41.4,1,25.2,6,5,N,5,6,8,,,,1206,12,N  ,N  ,Y03,,,1204,,,,,,,,1,L,1,,1,,1990,1,6,0,0,8,1,5,Y,8,45994,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,86.5,0
24,100000160058010,1,2,1,00301,0,03,033,0,'MATTAWOMAN CREEK        ',,'US 301            ','ON CHARLES CO LINE       ',99.99,0.002,,,,38393000,076523000,2,3,01,01,02,1950,11,0,81250,2002,6,46.3,2,22,0,1,1,1,1,5,0,0,0,A,1,5,3,02,0,00,1,0,23,15.5,16.8,0,0,46.4,47.3,99.99,N,0,N,99.9,0,7,7,7,8,N,2,32.4,2,32.4,7,9,N,5,9,8,,,,1106,24,N  ,N  ,N  ,,,,,,,2000,,,,1,N,2,,1,,1997,1,2,0,1,8,1,5,Y,8,91989,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,90.4,0
24,100000160060010,1,3,1,00381,0,03,033,0,'SWANSON CREEK           ',,'MD 381            ','ON CHARLES CO LINE       ',99.99,0,,,,00000000,000000000,32,3,01,01,07,1933,2,0,5825,2002,0,13.4,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,01,0,00,2,0,8.2,6.1,13.7,0,0,8.2,9.4,99.99,N,0,N,99.9,0,5,6,6,8,N,2,70.2,2,43.2,6,2,N,5,9,6,33,1,13.7,1005,24,N  ,N  ,N  ,,,,83,8,91,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,3,6759,2022,,N,4/16/2007,B,A ,,,,,,,,,2,,68.6,2
24,100000160061010,1,3,1,00382,0,03,033,0,'CHARLES BRANCH          ',,'MD 382            ','1.26 MILES S OF US 301   ',99.99,22.655,,,,00000000,000000000,5,3,01,01,07,1933,2,0,3525,2002,4,9.1,0,24,0,1,1,1,1,5,0,0,0,A,1,5,1,04,0,00,1,0,9.1,13.4,14.9,0,0,9.1,10.3,99.99,N,0,N,99.9,0,6,5,6,5,N,1,72,1,43.2,5,4,N,5,7,8,35,1,14.9,406,24,N  ,N  ,N  ,,,,99,10,109,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,8,4064,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,70.8,0
24,100000160062010,1,3,1,00382,0,03,033,0,'MATAPONI CREEK          ',,'MD 382            ','0.08 MI S OF MATTAPONI RD',99.99,15.495,,,,00000000,000000000,10,3,01,01,07,1930,2,0,3525,2002,0,7.3,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,01,0,00,1,0,7.3,6.4,13.7,0,0,7.3,8.1,99.99,N,0,N,99.9,0,5,5,5,6,N,2,45,2,26.1,5,2,N,5,7,7,33,1,13.7,1106,24,N  ,N  ,N  ,,,,72,7,79,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,8,4064,2022,,N,4/16/2007,B,A ,,,,,,,,,2,,61,2
24,100000160063010,1,3,1,00382,0,03,033,0,'ROCK BRANCH             ',,'MD 382            ','0.48 MI S OF TANYARD RD  ',99.99,10.33,,,,00000000,000000000,6,3,01,01,07,1999,2,0,3525,2002,9,9.1,0,0,0,1,1,1,1,5,0,0,0,A,1,5,6,05,0,00,1,0,9.1,16.8,17.7,0.5,0.5,9.1,10.1,99.99,N,0,N,99.9,0,8,8,8,8,N,2,40.5,2,40.5,8,4,N,5,8,8,,1,,406,24,N  ,N  ,N  ,,,,,,,,,,,0,N,2,,0,,0,1,1,0,1,5,0,5,Y,8,4064,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,81.8,0
24,100000160064020,1,3,1,00382,0,03,033,0,'BLACK SWAMP CREEK       ',,'MD 382            ','1.33 MILES N OF MD 381   ',99.99,3.186,,,,00000000,000000000,11,3,01,01,07,1987,2,0,1525,2002,5,9.1,0,60,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,0,0,9.1,0,13.4,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,7,2,32.4,2,32.4,7,N,N,5,8,8,,,,605,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,0,,0,N,N,N,N,8,0,5,Y,8,2200,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,99.2,0
24,100000160065010,1,3,1,00320,0,03,033,0,'NORTHWEST BRANCH        ',,'MD 320            ','0.05 MILE SOUTH OF MD 650',99.99,0.177,,,,00000000,000000000,3,3,01,01,16,1910,4,0,29450,2002,5,17.7,2,21,0,1,1,1,1,5,0,0,0,A,5,5,1,11,0,00,1,0,8.2,17.1,18.3,1.5,1.5,17.7,21.3,99.99,N,0,N,99.9,0,6,6,6,8,N,2,32.4,2,32.4,6,5,N,5,9,8,,,,606,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,0,,1955,1,6,0,0,8,0,5,Y,8,30335,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,94.8,0
24,100000160067010,1,3,1,00410,0,03,033,0,'SLIGO CREEK             ',,'MD 410            ','0.23 MILE WEST OF MD 212 ',99.99,1.014,,,,38582400,076590000,3,3,01,01,14,1934,4,0,22850,2002,0,12.2,0,0,0,0,1,1,1,5,0,0,0,A,1,5,1,04,0,00,1,0,12.1,12.2,13.1,0,0,12.2,13.4,99.99,N,0,N,99.9,0,6,6,5,7,N,1,63,1,37.8,5,2,N,5,9,8,33,1,13.1,106,24,N  ,N  ,N  ,,,,113,11,124,,,,,0,N,2,,0,,0,1,1,0,0,8,0,5,Y,U,27940,2022,,N,4/16/2007,B,A ,,,,,,,,,2,,65,2
24,100000160068010,1,3,1,00410,0,03,033,0,'NORTHWEST BRANCH        ',,'MD 410            ','0.68 MILE EAST OF MD 212 ',99.99,2.478,,,,38580000,076575400,5,3,01,01,14,1955,4,0,25450,2002,5,26.8,2,0,0,1,1,1,1,5,0,0,0,A,5,5,3,02,0,00,3,0,10.9,15.2,40.8,1.6,1.6,26.8,30.5,99.99,N,0,N,99.9,0,7,7,7,7,N,2,32.4,2,32.4,7,9,N,5,9,8,,,,306,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,0,,1984,1,1,0,1,8,0,5,Y,8,31600,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,94,0
