STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE
24,        1MD0135,1,8,0,00000,0,00,031,7125,'Creek                   ',,'Highpoint Rd      ','125m S of McArthur Blvd  ',99.99,0,0,,,38583030,077105694,1,3,73,73,09,1980,2,0,100,2005,5,7.2,0,0,0,0,0,1,1,5,0,0,0,P,1,5,3,02,0,00,1,0,7.2,8.3,8.3,0,0,7.2,7.8,99.99,N,0,N,0,0,7,7,7,6,N,1,39.1,1,23.4,6,5,N,5,7,8,38,1,8.3,1005,24,N  ,N  ,N  ,,,,35,0,35,2005,,,,0,N,2,,0,0,0,1,0,0,0,10,0,1,Y,6,200,2020,,Y,6/12/2006,B,Z ,,,,,,,,,0,,89.2,0
24,        1MD0180,1,8,0,00000,0,00,031,7125,'Stoney Creek            ',,'Stokes Rd         ','50m E of E Palmer Rd     ',99.99,0,0,,,38595750,077052870,2,3,73,73,19,1950,2,0,2200,2005,5,7.9,0,12,0,1,N,N,N,5,0,0,0,A,5,5,5,01,0,00,1,0,7.9,6.6,6.6,1.8,1.8,7.9,12.3,99.99,N,0,N,0,0,4,4,5,5,N,1,33.2,1,20,4,3,N,5,6,8,35,1,6.6,905,12,N  ,N  ,N  ,,,,82,,82,2005,,,,0,N,2,,0,0,1975,2,6,0,0,5,0,1,Y,6,2750,2022,,Y,6/12/2006,B,A ,,,,,,,,,1,,39.9,1
24,        1MD0265,1,8,0,00000,0,00,031,7125,'Stoney Creek            ',,'E Rixey Rd        ','10m W Stone Lake Rd      ',99.99,0,0,,,39000580,077052460,2,3,73,73,19,1975,2,0,550,2005,5,9,0,18,0,N,N,N,N,5,0,0,0,A,5,5,1,19,0,00,2,0,9,3.8,7.9,0,1.7,0,0,99.99,N,0,N,0,0,N,N,N,5,5,1,54.4,1,32.6,5,N,N,5,8,8,38,1,7.9,905,24,N  ,N  ,N  ,,,,51,,51,2005,,,,0,N,2,,0,0,0,N,N,N,N,10,0,1,Y,6,605,2022,,Y,6/12/2006,B,Z ,,,,,,,,,0,*,88.9,0
24,        1MD0641,1,8,0,00000,0,00,003,1600,'Dorsey Creek            ',,'Decatur Rd        ','500m SE of Rt 450        ',99.99,0,0,,,38590970,076293010,5,3,73,73,19,1983,2,0,4400,2005,5,8.2,0,0,0,1,N,N,N,5,0,0,0,A,5,5,5,02,0,00,8,0,8.2,19,152.2,1.5,0,8.2,11,99.99,N,0,N,0,0,7,6,5,7,N,1,75.7,1,45.3,5,3,N,5,8,8,38,1,152.2,905,24,N  ,Y48,N  ,,0903,,82,0,82,2005,,,,0,N,2,,0,0,0,1,0,0,0,5,0,1,Y,6,5500,2022,,Y,6/12/2006,B,A ,,,,,,,,,2,,68.4,2
24,        1MD0667,1,6,8,00000,0,00,037,60575,'HARPERS CREEK           ',,'CEDAR POINT ROAD  ','0.7 MI N OF BRONSON ROAD ',99.99,0,0,,,38181580,076241180,0,3,73,73,09,1952,2,0,1440,2006,5,8.2,0,0,0,1,1,1,1,5,0,0,0,A,1,5,7,02,0,00,123,0,8.5,6.1,749.8,0,0,8.5,9.1,99.99,N,0,N,0,0,7,7,5,7,N,2,58.3,2,43.8,5,5,N,5,8,8,35,1,749.8,806,24,N  ,Y48,N  ,,0806,,24,0,24,2006,,,,0,N,2,,0,0,1996,8,6,2,0,0,0,1,Y,T,1800,2025,,Y,8/10/2007,B,Z ,,,,,,,,,0,,80.5,0
24,        1MD0668,1,6,8,00000,0,00,037,60575,'GOOSE CREEK             ',,'CEDAR POINT ROAD  ','0.9 MI NE OF MACAULAY AVE',99.99,0,0,,,38173031,076224607,0,3,73,73,09,1952,2,0,1440,2006,5,8.2,0,0,0,1,1,1,1,5,0,0,0,A,1,5,7,02,0,00,3,0,9.1,6.4,18.6,0,0,8.2,9.1,99.99,N,0,N,0,0,7,7,6,7,N,2,58.3,2,43.8,6,4,N,5,8,8,35,1,18.6,806,24,N  ,Y48,N  ,,0806,,22,0,22,2006,,,,0,N,2,,0,0,1996,8,6,2,8,0,0,1,Y,T,1800,2025,,Y,8/10/2007,B,Z ,,,,,,,,,0,,88,0
24,        1MD260E,1,8,0,00000,0,00,031,7125,'Parking lot             ',,'Palmer Rd South   ','600m E of Wood Rd        ',99.99,0,0,,,39000350,077052540,2,3,73,73,19,1981,2,0,2750,2005,5,7.9,0,0,0,1,N,N,N,5,N,0,0,A,5,0,2,06,0,00,3,0,7.9,33.5,82.9,1.5,1.5,7.9,11.6,99.99,N,0,N,0,0,7,5,6,N,N,1,48.9,1,29.3,5,3,N,5,N,8,38,1,82.9,905,24,N  ,N  ,N  ,,,,181,,181,2005,,,,0,N,2,,0,0,0,1,6,0,0,5,0,,Y,N,3300,2022,,Y,6/12/2006,B,A ,,,,,,,,,2,,67.8,2
24,        1MD260W,1,8,0,00000,0,00,031,7125,'E Palmer Rd & Stoney Crk',,'Palmer Rd South   ','500m E of Wood Rd        ',99.99,0,0,,,39000090,077052930,2,3,73,73,19,1981,2,2,2750,2005,5,7.9,0,0,0,1,N,N,N,5,0,0,0,A,5,6,2,06,0,00,3,0,7.9,33.5,85.3,1.5,1.5,7.9,11.6,99.99,H,4.88,H,3.4,1.5,7,5,6,8,N,1,62.2,1,37.3,5,3,7,5,8,8,38,1,85.3,905,24,N  ,N  ,N  ,,,,183,,183,2005,,,,0,N,2,,0,0,0,1,6,0,0,5,0,1,Y,6,3300,2022,,Y,6/12/2006,B,A ,,,,,,,,,2,,69.6,2
24,000000000CECE01,1,3,1,00213,0,02,,24015,'C&D CANAL               ',,'MD RT 213         ','14 MI WEST OF REEDY PT.  ',5.63,,,,,39314800,075485400,16,3,70,70,02,1948,2,0,7675,1990,5,7.6,0,0,0,0,0,1,1,4,1,41.1,137.1,A,5,5,3,12,3,03,1,32,7.6,164.6,1205.5,0.3,1.2,7.6,9.4,5.48,N,0,N,99.9,0,7,6,7,7,N,,45,,30.6,6,2,N,5,9,7,38,1,1205.5,591,24,Y24,Y24,N  ,0591,0591,,99,0,99,,,,,0,N,2,,,,1978,1,1,0,0,15,0,5,Y,6,0,,,Y,,,A ,,,,0,,,,,2,,66.7,2
24,000051640-00740,1,6,1,00000,0,03,003,0,'SPILLWAY TO WETLANDS    ',,'LAKE ALLEN ROAD   ','PATUXENT RR              ',99.99,0.805,0,,,39033600,076441200,199,3,63,63,09,1989,2,0,40,2005,0,7.9,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,19,0,00,4,0,8,1.5,7.6,0.2,0.2,8,17.4,99.99,N,0,N,99.9,0,N,N,N,6,7,5,36,5,32.4,7,6,N,5,7,7,38,1,7.6,705,24,N  ,N  ,N  ,,,,0,8,8,2001,,,,0,N,2,,0,0,0,N,N,N,N,,0,,Y,8,40,2025,,Y,5/18/2006,B,Z ,,,,,,,,,0,,91.6,0
24,000051640-00742,1,6,1,00000,0,03,003,0,'LITTLE PATUXENT RIVER   ',,'WILDLIFE LOOP ROAD','PATUXENT RR              ',99.99,1.126,0,,,39050600,076440600,10,3,63,63,09,2004,2,0,20,2005,0,6.1,0,0,0,1,1,1,0,5,0,0,0,A,1,5,5,02,0,00,2,0,7.6,30.2,61.9,0,0,7.6,8.2,99.99,N,0,N,99.9,0,8,8,8,7,N,5,36,5,32.4,8,6,N,5,7,7,,,,705,24,N  ,N  ,N  ,,,,,,,,,,,0,N,2,,0,0,0,1,1,0,8,,0,,Y,6,40,2025,,Y,5/18/2006,B,Z ,,,,,,,,,0,,100,0
24,000051640-00818,1,6,1,00000,0,03,003,0,'LITTLE PATUXENT RIVER   ',,'PATUXENT ROAD     ','PATUXENT RR              ',99.99,4.827,0,,,39034200,076441800,13,3,63,63,09,1967,1,0,50,2003,0,6.1,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,10,3,02,1,2,4,30.5,36.6,0.2,0.2,4,4.3,99.99,N,0,N,99.9,0,6,6,6,7,N,2,16.2,2,11.7,4,5,N,2,7,5,,,,703,24,N  ,N  ,N  ,,,,,,,,,,,0,N,3,,0,0,1984,8,7,0,0,,0,,Y,6,80,2023,,Y,6/20/2004,B,Z ,,,,,,,,,0,,42.3,0
24,100000010001010,1,3,1,00036,0,06,001,0,'BRADDOCK RUN            ',,'MD 36             ','0.03 MI S OF US 40L      ',99.99,47.305,,,,00000000,000000000,48,3,01,01,06,1957,4,0,11725,2002,5,15.8,2,5,1,1,1,1,1,5,0,0,0,A,5,5,3,02,0,00,1,0,7.3,17.4,18.6,1.1,1.1,16,18.9,99.99,N,0,N,99.9,0,7,7,6,6,N,2,32.4,2,32.4,6,4,N,5,5,9,35,1,18.6,106,24,N  ,N  ,N  ,,,,227,23,250,,,,,0,N,2,,0,,1985,5,1,0,1,8,0,5,Y,8,9530,2022,,N,7/22/2007,F,Z ,,L110,NBIS091,0,47,15,,,0,,67,0
24,100000010002010,1,3,1,0831A,0,06,001,0,'BRADDOCK RUN            ',,'MD 831A           ','0.06 MI N OF US 40AL     ',99.99,0.097,,,,00000000,000000000,2,3,01,01,19,1929,2,0,599,2002,0,6.7,0,0,0,1,0,0,0,5,0,0,0,A,5,5,8,11,0,00,1,0,7.3,9.4,10.4,1.2,0,7.3,9.5,99.99,N,0,N,99.9,0,7,7,7,7,N,2,49.5,2,30.6,7,4,N,5,9,6,,,,106,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,8,706,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,86.1,0
24,100000010003010,1,3,1,0831C,0,06,001,0,'JENNINGS RUN            ',,'MD 831C           ','0.04 MI W OF MD 36       ',99.99,1.384,,,,00000000,000000000,2,3,01,01,19,1930,2,0,699,2002,0,9.1,0,0,0,1,0,0,0,5,0,0,0,A,5,5,1,02,0,00,2,0,7.3,9.4,21.3,1.2,0,7.3,9.3,99.99,N,0,N,99.9,0,4,5,5,7,N,2,63.9,2,34.2,5,4,N,5,4,4,35,1,21.3,107,12,N  ,N  ,N  ,,,,128,13,141,,,,,0,N,2,,0,,0,1,1,0,0,8,0,5,Y,3,824,2022,,N,4/16/2007,B,A ,,L110,0001858,0,11,15,,,1,,63.9,1
24,100000010004010,1,3,1,00036,0,06,001,0,'JENNINGS RUN            ',,'MD 36             ','0.12 MI N OF MD 35       ',99.99,44.183,,,,00000000,000000000,48,3,01,01,14,1957,2,0,9425,2002,5,12.8,0,34,0,1,1,1,1,5,0,0,0,A,1,5,3,02,0,00,1,0,14.6,23.2,24.7,0,0,15.1,16.1,99.99,N,0,N,99.9,0,7,7,7,6,N,2,32.4,2,32.4,7,9,N,5,9,6,,,,106,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,0,,1985,1,6,0,0,8,0,5,Y,3,10041,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,85,0
24,100000010005020,1,1,1,00068,0,06,001,0,'BRANCH OF EVITTS CREEK  ',,'IS 68             ','0.77 MI E OF MD 952      ',99.99,23.749,,,,00000000,000000000,5,3,01,01,11,1937,4,0,19525,2002,5,26.8,2,48,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,0,0,11.5,0,7.9,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,6,1,99.9,1,99.9,6,N,N,5,4,8,,,,106,24,N  ,N  ,N  ,,,,,,,2000,,,,1,N,2,,1,,1966,N,N,N,N,8,1,5,Y,8,22171,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,75.3,0
24,100000010006010,1,3,1,00036,0,06,001,0,'JENNINGS RUN            ',,'MD 36             ','1.38 MI S OF MD 47       ',99.99,36.943,,,,00000000,000000000,48,3,01,01,16,1995,2,0,3125,2002,0,9.1,0,15,0,1,1,1,1,5,0,0,0,A,1,5,5,05,0,00,2,0,9.4,9.1,18.3,0,0,9.4,10.4,99.99,N,0,N,99.9,0,7,7,7,6,N,2,43.2,2,43.2,7,4,N,5,4,6,,,18.3,206,24,N  ,N  ,N  ,,,,,,,,,,,0,N,2,,0,,0,N,1,0,1,8,0,,Y,8,4025,2022,,N,7/22/2007,F,K*,,1140,2071009,0,11,11,,,0,,77.5,0
24,100000010007010,1,3,1,00036,0,06,001,0,'JENNINGS RUN            ',,'MD 36             ','1.83 MI S OF MD 47       ',99.99,36.219,,,,00000000,000000000,48,3,01,01,16,1929,2,0,3125,2002,0,7.3,0,45,0,1,0,0,0,5,0,0,0,A,5,5,1,02,0,00,2,0,7.3,7.3,17.7,0,1.2,7.3,9.5,99.99,N,0,N,99.9,0,5,5,6,7,N,2,44.1,2,26.1,5,2,N,5,8,6,33,1,17.7,107,12,N  ,N  ,N  ,,,,109,11,120,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,8,3079,2022,,N,4/16/2007,B,A ,,1180,2071024,0,11,15,,,2,,49.6,2
24,100000010008010,1,3,1,00036,0,06,001,0,'JENNINGS RUN            ',,'MD 36             ','1.87 MI N OF MD 638      ',99.99,35.768,,,,00000000,000000000,48,3,01,01,16,1929,2,0,3125,2002,0,7.3,0,37,0,1,1,1,1,5,0,0,0,A,5,5,1,02,0,00,2,0,7.3,6.7,15.8,1.2,1.2,7.3,10.6,99.99,N,0,N,99.9,0,5,5,6,7,N,2,59.4,2,36.9,5,2,N,5,4,5,33,1,15.8,107,12,N  ,N  ,N  ,,,,108,11,119,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,3,3079,2022,,N,4/16/2007,B,A ,,,,,,,,,2,,54.2,2
24,100000010009030,1,3,1,00036,0,06,001,0,'JENNINGS RUN            ',,'MD 36             ','0.06 MI N OF MD 638      ',99.99,32.856,,,,00000000,000000000,21,3,01,01,16,1985,2,0,2325,2002,5,10.4,0,30,0,1,1,1,1,5,0,0,0,A,1,5,3,19,0,00,0,0,10.3,0,6.1,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,7,2,32.4,2,32.4,7,N,N,5,9,4,,,,106,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,0,,0,N,N,N,N,8,0,5,Y,8,3404,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,95.7,0
24,100000010010010,1,3,1,00055,0,06,001,6250,'NEFF RUN                ',,'GEORGES CREEK ROAD','0.01 MI S OF MD 936      ',99.99,0.193,,,,00000000,000000000,10,3,01,01,07,1927,1,0,2550,1994,0,5.5,0,11,0,1,1,1,1,5,0,0,0,A,5,5,1,01,0,00,1,0,5.1,6.7,7.9,1.5,1.5,5.2,8.7,99.99,N,0,N,99.9,0,4,4,4,5,N,2,62.1,2,32.4,4,2,N,5,9,4,35,1,7.9,107,12,N  ,N  ,N  ,,,,45,4,50,,,,,0,N,3,,0,,0,1,6,0,0,8,0,5,Y,3,1770,2012,,N,4/16/2007,B,K*,,L110,0001844,0,11,11,,,1,,58,1
24,100000010011010,1,3,1,00036,0,06,001,0,'ELKLICK RUN             ',,'MD 36             ','0.73 M S OF BR NO 0112700',99.99,16.621,,,,00000000,000000000,11,3,01,01,06,1927,2,0,8447,2002,0,8.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,02,0,00,1,0,8.8,7.6,8.2,0,0,8.8,9.4,99.99,N,0,N,99.9,0,5,5,5,6,N,5,32.4,5,32.4,5,2,N,5,9,6,33,1,8.2,1206,24,N  ,N  ,N  ,,,,50,5,55,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,3,9280,2022,,N,4/16/2007,B,K*,,H100,2071031,0,11,11,,,2,,62.1,2
24,100000010012010,1,3,1,00036,0,06,001,0,'GEORGES CREEK           ',,'MD 36             ','1.03 M S OF BR NO 0112700',99.99,16.138,,,,00000000,000000000,13,3,01,01,06,1927,2,0,8447,2002,0,9.8,0,33,0,1,1,1,1,5,0,0,0,A,1,5,1,02,0,00,3,0,7.3,8.5,28.3,0,0,7.3,8.2,99.99,N,0,N,99.9,0,4,4,5,6,N,1,75.6,1,45.9,4,2,N,5,4,6,33,1,28.3,207,12,N  ,N  ,N  ,,,,151,15,166,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,7,9280,2022,,N,4/16/2007,B,K*,,L1C0,2071031,0,11,11,,,1,,36.1,1
24,100000010013010,1,3,1,00036,0,06,001,47805,'GEORGES CREEK           ',,'MD 36             ','1.82 M S OF BR NO 0112700',99.99,14.867,,,,00000000,000000000,80,3,01,01,06,2005,2,0,8447,2002,9,12.2,0,30,0,1,1,1,1,5,0,0,0,A,1,5,5,05,0,00,2,0,12.1,16.8,36.6,0,0,12.2,13.1,99.99,N,0,N,99.9,0,7,8,8,7,N,2,51.3,2,48.6,8,5,N,5,7,6,,,,106,24,N  ,N  ,N  ,,,,,,,,,,,0,N,2,,0,,0,1,3,2,1,8,0,5,Y,8,9280,2022,,N,4/16/2007,B,K*,,H100,2071028,0,11,11,,,0,,83.7,0
24,100000010014010,1,3,1,00036,0,06,001,0,'GEORGES CREEK           ',,'MD 36             ','1.70 MI N OF MD 935      ',99.99,13.757,,,,00000000,000000000,80,3,01,01,06,1927,2,0,8447,2002,0,10.4,0,45,0,1,1,1,1,5,0,0,0,A,1,5,1,02,0,00,3,0,7.3,9.8,33.5,0,0,7.3,8.2,99.99,N,0,N,99.9,0,4,4,5,5,N,2,60.3,2,36.9,4,2,N,5,7,6,31,1,33.5,606,12,N  ,N  ,N  ,,,,356,36,392,,,,,0,N,2,,0,,0,1,N,N,N,8,0,5,Y,7,9280,2022,,N,7/22/2007,F,A ,,L1C0,2331005,0,11,15,,,1,,36,1
24,100000010016010,1,3,1,00935,0,06,001,0,'GEORGES CREEK           ',,'MD 935            ','0.26 MI N OF MD 35A      ',99.99,3.701,,,,39330000,079000000,6,3,01,01,08,2004,2,0,3600,2002,9,10.4,0,20,0,1,1,1,1,5,0,0,0,A,1,5,5,02,0,00,1,0,9.1,21.6,22.9,0.5,0.5,9.1,10.1,99.99,N,0,N,99.9,0,8,8,8,7,N,5,40.5,5,40.5,8,4,N,5,4,6,,,,606,24,N  ,N  ,N  ,,,,,,,,,,,0,N,2,,0,,0,1,2,0,1,55,0,,Y,8,5348,2022,,N,4/16/2007,B,K*,,Q110,0001698,0,11,11,,,0,,79.7,0
24,100000010017010,1,3,1,00935,0,06,001,0,'GEORGES CREEK           ',,'MD 935            ','0.24 MI S OF MD 935A     ',99.99,2.896,,,,00000000,000000000,6,3,01,01,08,1930,2,0,3599,2002,0,10.4,0,37,0,1,1,1,1,5,0,0,0,A,1,5,1,04,0,00,2,0,8.2,13.4,30.2,0,0,8.2,9.2,99.99,N,0,N,99.9,0,5,5,6,6,N,2,54.9,2,18,5,3,N,5,9,7,33,1,30.2,606,12,N  ,N  ,N  ,,,,180,18,198,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,8,4246,2022,,N,4/16/2007,B,A ,,,,,,,,,2,,48.8,2
24,100000010018010,1,3,1,00935,0,06,001,400,'BUTCHER RUN             ',,'MD 935            ','0.03 M N OF BARTLETT ST  ',99.99,1.529,,,,00000000,000000000,6,3,01,01,08,1930,2,0,3599,2002,0,6.7,0,11,0,1,0,0,0,5,0,0,0,A,1,5,1,04,0,00,1,0,8.2,7.3,8.8,0,0,8.2,9.1,99.99,N,0,N,99.9,0,6,6,6,7,N,2,38.7,2,16.2,4,3,N,5,9,5,33,1,8.8,606,24,N  ,N  ,N  ,,,,52,5,57,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,3,4246,2022,,N,4/16/2007,B,A ,,,,,,,,,2,,52.7,2
24,100000010019010,1,3,1,00935,0,06,001,400,'GEORGES CREEK           ',,'MD 935            ','0.09 M N OF C STREET     ',99.99,0.869,,,,00000000,000000000,6,3,01,01,08,1933,2,0,3599,2002,4,9.1,0,30,0,1,0,0,0,5,0,0,0,A,5,5,3,02,0,00,2,0,9.1,16.8,35.4,1.5,0,9.1,11.7,99.99,N,0,N,99.9,0,5,5,6,7,N,2,72,2,22.5,5,4,N,5,7,6,35,1,35.4,606,12,N  ,N  ,N  ,,,,268,27,295,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,U,4246,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,57,0
24,100000010020010,1,3,1,00935,0,06,001,0,'MOORES RUN              ',,'MD 935            ','0.28 MI N OF MD 36       ',99.99,0.451,,,,00000000,000000000,6,3,01,01,08,1933,2,0,3599,2002,4,8.5,0,22,0,1,1,1,1,5,0,0,0,A,1,5,1,04,0,00,1,0,9.1,9.8,11.3,0,0,9.1,10.3,99.99,N,0,N,99.9,0,6,6,6,6,N,2,57.6,2,32.4,6,4,N,5,9,6,35,1,11.3,1206,24,N  ,N  ,N  ,,,,75,8,85,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,3,4246,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,,81.7,0
24,100000010022010,1,3,1,00937,0,06,001,10250,'BRANCH OF GEORGES CREEK ',,'MAIN ST (MD 937)  ','0.36 MI N OF W VA LINE   ',99.99,0.579,,,,00000000,000000000,2,3,01,01,09,1933,2,0,1099,2002,0,6.4,0,7,0,1,N,N,N,5,0,0,0,A,5,5,1,01,0,00,1,0,6.7,6.1,7,0,1.5,6.6,8.9,99.99,N,0,N,99.9,0,5,5,6,6,N,2,43.2,2,24.3,5,2,N,5,5,6,33,1,7,506,12,N  ,N  ,N  ,,,,40,4,44,,,,,0,N,2,,0,,0,1,6,0,0,8,0,5,Y,3,1296,2022,,N,4/16/2007,B,A ,,,,,,,,,2,,60.3,2
24,100000010023010,1,3,1,00036,0,06,001,10250,'N BRANCH POTOMAC RIVER  ',,'MD 36             ','ON WEST VIRGINIA LINE    ',99.99,0.032,,,,00000000,000000000,24,3,01,01,06,1994,2,0,5950,1999,9,11,0,0,0,0,0,0,0,5,0,0,0,A,5,5,3,02,0,00,2,0,9.1,39,79.6,0,1.6,9.1,11.7,99.99,N,0,N,99.9,0,7,7,7,7,N,2,43.2,2,40.5,7,4,N,5,7,3,,,,806,24,N  ,N  ,N  ,,,,,,,,543,10,000000000000000,0,N,2,,0,,0,1,1,0,1,8,0,5,Y,5,13000,2019,,N,4/16/2007,B,A ,,,,,,,,,2,,67.1,2
24,100000010024020,1,2,1,00040,0,06,001,0,'PORTER RUN              ',,'US 40 ALT         ','.04 MILES WEST OF MD 743 ',99.99,5.857,,,,00000000,000000000,2,3,01,01,14,1948,2,0,10175,2002,4,14.3,0,48,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,0,0,8.2,0,7.9,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,6,2,32.4,2,32.4,6,N,N,5,4,7,,,,107,24,N  ,N  ,N  ,,,,,,,,,,,0,N,2,,0,,0,N,N,N,N,8,0,5,Y,8,13357,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,97,0
24,100000010025020,1,2,2,00040,0,06,001,0,'BRADDOCK RUN            ',,'US 40 ALT         ','0.02 MI W OF MD 55       ',99.99,6.758,,,,39383600,078532400,24,3,01,01,14,1947,4,0,10175,2002,4,22.3,0,45,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,0,0,14.6,0,12.5,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,6,2,99.9,2,56.7,6,N,N,5,8,7,31,1,12.5,107,24,N  ,N  ,N  ,,,,197,20,217,,,,,0,N,2,,0,,0,1,N,N,N,8,0,5,Y,8,18399,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,71.1,0
24,100000010026020,1,2,2,00040,0,06,001,0,'BRADDOCK RUN            ',,'US 40 ALT         ','0.08 MILE EAST OF MD 53  ',99.99,10.78,,,,39381200,078503600,2,3,01,01,14,1947,4,0,15875,2002,5,20.7,0,45,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,0,0,20.7,0,16.2,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,5,2,32.4,2,32.4,5,N,N,5,4,7,,,,107,24,N  ,N  ,N  ,,,,,,,2000,,,,0,N,2,,0,,1972,1,N,N,N,8,0,5,Y,8,18141,2022,,N,4/16/2007,B,Z ,,,,,,,,,0,*,69.8,0
